
==================== Fold 1/5 ====================


=============== Starting training fold 1 (Corrected Version) ===============
🔧 Image segmentation: Correct 2-row 5-column layout, each expert processes 128x128 region
🤖 Optimizer: AdamW (amsgrad=True), aggressive learning rate: 0.0003
📊 Loss function: Combined loss (Focal+LabelSmooth, gamma=1.5)
📈 Learning rate schedule: Super scheduler (Multi-Warmup + Cosine + Restart)
🎯 Validation metrics: AUC + ACC + Precision + Recall + F1
🏗️  Model architecture: Ultimate multi-expert network + attention + residual
🎨 Visualization analysis: Correct 2-row 5-column heatmap generation + feature importance analysis
Fold 1 | Epoch   1 | Loss: 0.3298 | AUC: 0.6462 | Acc: 0.6719 | Prec: 0.7019 | Rec: 0.6719 | F1: 0.6841 | LR: 0.000048 | Time: 7.0s -> 🎯 NEW RECORD!
   📁 2-row 5-column expert analysis: cnn_heatmaps\fold_1_best_model_gradcam\experts_2x5_layout
   📁 2-row 5-column concatenated heatmap: cnn_heatmaps\fold_1_best_model_gradcam\concat_heatmaps_2x5
   📁 2-row 5-column original overlay: cnn_heatmaps\fold_1_best_model_gradcam\overlay_original_2x5

📊 Starting fold 1 feature importance analysis...
📊 Saved fold 1 feature importance analysis to feature_analysis\feature_importance_fold_1.csv

📈 Fold 1 training completed:
⏱️  Total training time: 0:14:38
🎯 Best AUC: 0.7952 (epoch 92)
📊 Best model metrics: Acc=0.7865, Prec=0.7880, Rec=0.7865, F1=0.7872
⚡ Average time per epoch: 0:00:06
⏱️  Fold 1 time: 0:14:56 | Current average AUC: 0.7952

==================== Fold 2/5 ====================
=============== Starting training fold 2 (Corrected Version) ===============
🔧 Image segmentation: Correct 2-row 5-column layout, each expert processes 128x128 region
🤖 Optimizer: AdamW (amsgrad=True), aggressive learning rate: 0.0003
📊 Loss function: Combined loss (Focal+LabelSmooth, gamma=1.5)
📈 Learning rate schedule: Super scheduler (Multi-Warmup + Cosine + Restart)
🎯 Validation metrics: AUC + ACC + Precision + Recall + F1
🏗️  Model architecture: Ultimate multi-expert network + attention + residual
🎨 Visualization analysis: Correct 2-row 5-column heatmap generation + feature importance analysis
Fold 2 | Epoch   1 | Loss: 0.3364 | AUC: 0.7265 | Acc: 0.4010 | Prec: 0.7652 | Rec: 0.4010 | F1: 0.3851 | LR: 0.000048 | Time: 6.7s -> 🎯 NEW RECORD!
Fold 2 | Epoch   2 | Loss: 0.2916 | AUC: 0.7854 | Acc: 0.6823 | Prec: 0.8143 | Rec: 0.6823 | F1: 0.7055 | LR: 0.000096 | Time: 7.2s -> 🎯 NEW RECORD!
Fold 2 | Epoch   3 | Loss: 0.2833 | AUC: 0.7862 | Acc: 0.7292 | Prec: 0.8101 | Rec: 0.7292 | F1: 0.7479 | LR: 0.000144 | Time: 6.6s -> 🎯 NEW RECORD!
Fold 2 | Epoch   4 | Loss: 0.2731 | AUC: 0.7954 | Acc: 0.7083 | Prec: 0.7965 | Rec: 0.7083 | F1: 0.7288 | LR: 0.000192 | Time: 6.7s -> 🎯 NEW RECORD!
Fold 2 | Epoch   5 | Loss: 0.2575 | AUC: 0.8121 | Acc: 0.7344 | Prec: 0.7953 | Rec: 0.7344 | F1: 0.7510 | LR: 0.000240 | Time: 6.8s -> 🎯 NEW RECORD!
Fold 2 | Epoch   6 | Loss: 0.2504 | AUC: 0.8222 | Acc: 0.7292 | Prec: 0.7827 | Rec: 0.7292 | F1: 0.7451 | LR: 0.000240 | Time: 6.7s -> 🎯 NEW RECORD!
Fold 2 | Epoch   7 | Loss: 0.2305 | AUC: 0.8140 | Acc: 0.7135 | Prec: 0.7984 | Rec: 0.7135 | F1: 0.7335 | LR: 0.000252 | Time: 6.4s
Fold 2 | Epoch   8 | Loss: 0.2290 | AUC: 0.8108 | Acc: 0.7552 | Prec: 0.8201 | Rec: 0.7552 | F1: 0.7710 | LR: 0.000264 | Time: 6.3s
Fold 2 | Epoch   9 | Loss: 0.2234 | AUC: 0.8078 | Acc: 0.7448 | Prec: 0.8050 | Rec: 0.7448 | F1: 0.7607 | LR: 0.000276 | Time: 6.7s
Fold 2 | Epoch  10 | Loss: 0.2134 | AUC: 0.8250 | Acc: 0.7812 | Prec: 0.8211 | Rec: 0.7812 | F1: 0.7927 | LR: 0.000288 | Time: 6.8s -> 🎯 NEW RECORD!
Fold 2 | Epoch  11 | Loss: 0.2142 | AUC: 0.7805 | Acc: 0.7083 | Prec: 0.7685 | Rec: 0.7083 | F1: 0.7262 | LR: 0.000300 | Time: 6.5s
Fold 2 | Epoch  12 | Loss: 0.1939 | AUC: 0.7790 | Acc: 0.7396 | Prec: 0.7777 | Rec: 0.7396 | F1: 0.7523 | LR: 0.000300 | Time: 6.7s
Fold 2 | Epoch  13 | Loss: 0.2045 | AUC: 0.7604 | Acc: 0.6927 | Prec: 0.7464 | Rec: 0.6927 | F1: 0.7103 | LR: 0.000298 | Time: 6.5s
Fold 2 | Epoch  14 | Loss: 0.1824 | AUC: 0.7525 | Acc: 0.7031 | Prec: 0.7663 | Rec: 0.7031 | F1: 0.7217 | LR: 0.000296 | Time: 6.7s
Fold 2 | Epoch  15 | Loss: 0.1870 | AUC: 0.7798 | Acc: 0.7448 | Prec: 0.7946 | Rec: 0.7448 | F1: 0.7594 | LR: 0.000293 | Time: 6.8s
Fold 2 | Epoch  16 | Loss: 0.1791 | AUC: 0.7820 | Acc: 0.7240 | Prec: 0.7704 | Rec: 0.7240 | F1: 0.7389 | LR: 0.000289 | Time: 6.2s
Fold 2 | Epoch  17 | Loss: 0.1847 | AUC: 0.7552 | Acc: 0.7188 | Prec: 0.7536 | Rec: 0.7188 | F1: 0.7314 | LR: 0.000284 | Time: 6.4s
Fold 2 | Epoch  18 | Loss: 0.1685 | AUC: 0.7560 | Acc: 0.7240 | Prec: 0.7608 | Rec: 0.7240 | F1: 0.7370 | LR: 0.000278 | Time: 6.7s
Fold 2 | Epoch  19 | Loss: 0.1597 | AUC: 0.7661 | Acc: 0.7396 | Prec: 0.7824 | Rec: 0.7396 | F1: 0.7533 | LR: 0.000271 | Time: 6.9s
Fold 2 | Epoch  20 | Loss: 0.1509 | AUC: 0.7436 | Acc: 0.7188 | Prec: 0.7536 | Rec: 0.7188 | F1: 0.7314 | LR: 0.000264 | Time: 6.6s
Fold 2 | Epoch  21 | Loss: 0.1484 | AUC: 0.7284 | Acc: 0.6979 | Prec: 0.7589 | Rec: 0.6979 | F1: 0.7164 | LR: 0.000256 | Time: 6.4s
Fold 2 | Epoch  22 | Loss: 0.1535 | AUC: 0.7353 | Acc: 0.6562 | Prec: 0.7254 | Rec: 0.6562 | F1: 0.6781 | LR: 0.000248 | Time: 6.3s
Fold 2 | Epoch  23 | Loss: 0.1382 | AUC: 0.7482 | Acc: 0.6875 | Prec: 0.7390 | Rec: 0.6875 | F1: 0.7049 | LR: 0.000238 | Time: 6.7s
Fold 2 | Epoch  24 | Loss: 0.1507 | AUC: 0.7442 | Acc: 0.7188 | Prec: 0.7680 | Rec: 0.7188 | F1: 0.7344 | LR: 0.000228 | Time: 6.9s
Fold 2 | Epoch  25 | Loss: 0.1245 | AUC: 0.7172 | Acc: 0.6719 | Prec: 0.7321 | Rec: 0.6719 | F1: 0.6916 | LR: 0.000218 | Time: 6.7s
Fold 2 | Epoch  26 | Loss: 0.1204 | AUC: 0.7280 | Acc: 0.7292 | Prec: 0.7543 | Rec: 0.7292 | F1: 0.7390 | LR: 0.000208 | Time: 6.6s
Fold 2 | Epoch  27 | Loss: 0.1203 | AUC: 0.7271 | Acc: 0.7396 | Prec: 0.7641 | Rec: 0.7396 | F1: 0.7490 | LR: 0.000197 | Time: 6.9s
Fold 2 | Epoch  28 | Loss: 0.1133 | AUC: 0.7217 | Acc: 0.6927 | Prec: 0.7464 | Rec: 0.6927 | F1: 0.7103 | LR: 0.000185 | Time: 6.7s
Fold 2 | Epoch  29 | Loss: 0.1012 | AUC: 0.7092 | Acc: 0.7031 | Prec: 0.7367 | Rec: 0.7031 | F1: 0.7159 | LR: 0.000174 | Time: 6.7s
Fold 2 | Epoch  30 | Loss: 0.0997 | AUC: 0.7278 | Acc: 0.7292 | Prec: 0.7728 | Rec: 0.7292 | F1: 0.7434 | LR: 0.000162 | Time: 6.7s
Fold 2 | Epoch  31 | Loss: 0.0992 | AUC: 0.7241 | Acc: 0.7135 | Prec: 0.7607 | Rec: 0.7135 | F1: 0.7291 | LR: 0.000150 | Time: 6.8s
Fold 2 | Epoch  32 | Loss: 0.1027 | AUC: 0.7205 | Acc: 0.6979 | Prec: 0.7487 | Rec: 0.6979 | F1: 0.7148 | LR: 0.000139 | Time: 6.9s
Fold 2 | Epoch  33 | Loss: 0.0958 | AUC: 0.7373 | Acc: 0.7292 | Prec: 0.7588 | Rec: 0.7292 | F1: 0.7402 | LR: 0.000127 | Time: 6.5s
Fold 2 | Epoch  34 | Loss: 0.0947 | AUC: 0.7306 | Acc: 0.7135 | Prec: 0.7464 | Rec: 0.7135 | F1: 0.7259 | LR: 0.000115 | Time: 6.5s
Fold 2 | Epoch  35 | Loss: 0.1073 | AUC: 0.7317 | Acc: 0.7240 | Prec: 0.7516 | Rec: 0.7240 | F1: 0.7346 | LR: 0.000104 | Time: 6.5s
Fold 2 | Epoch  36 | Loss: 0.0950 | AUC: 0.7339 | Acc: 0.7292 | Prec: 0.7415 | Rec: 0.7292 | F1: 0.7346 | LR: 0.000093 | Time: 6.3s
Fold 2 | Epoch  37 | Loss: 0.0909 | AUC: 0.7348 | Acc: 0.7240 | Prec: 0.7472 | Rec: 0.7240 | F1: 0.7333 | LR: 0.000082 | Time: 6.6s
Fold 2 | Epoch  38 | Loss: 0.0755 | AUC: 0.7289 | Acc: 0.7083 | Prec: 0.7347 | Rec: 0.7083 | F1: 0.7189 | LR: 0.000072 | Time: 6.6s
Fold 2 | Epoch  39 | Loss: 0.0913 | AUC: 0.7321 | Acc: 0.7083 | Prec: 0.7486 | Rec: 0.7083 | F1: 0.7226 | LR: 0.000062 | Time: 6.4s
Fold 2 | Epoch  40 | Loss: 0.0888 | AUC: 0.7403 | Acc: 0.7083 | Prec: 0.7439 | Rec: 0.7083 | F1: 0.7215 | LR: 0.000053 | Time: 6.3s
Fold 2 | Epoch  41 | Loss: 0.0974 | AUC: 0.7367 | Acc: 0.7188 | Prec: 0.7536 | Rec: 0.7188 | F1: 0.7314 | LR: 0.000044 | Time: 6.3s
Fold 2 | Epoch  42 | Loss: 0.0938 | AUC: 0.7372 | Acc: 0.7135 | Prec: 0.7464 | Rec: 0.7135 | F1: 0.7259 | LR: 0.000036 | Time: 6.4s
Fold 2 | Epoch  43 | Loss: 0.0806 | AUC: 0.7332 | Acc: 0.7448 | Prec: 0.7585 | Rec: 0.7448 | F1: 0.7507 | LR: 0.000029 | Time: 6.5s
Fold 2 | Epoch  44 | Loss: 0.0789 | AUC: 0.7308 | Acc: 0.7344 | Prec: 0.7528 | Rec: 0.7344 | F1: 0.7420 | LR: 0.000023 | Time: 7.0s
Fold 2 | Epoch  45 | Loss: 0.0854 | AUC: 0.7326 | Acc: 0.7083 | Prec: 0.7439 | Rec: 0.7083 | F1: 0.7215 | LR: 0.000017 | Time: 6.6s
Fold 2 | Epoch  46 | Loss: 0.0795 | AUC: 0.7369 | Acc: 0.7188 | Prec: 0.7536 | Rec: 0.7188 | F1: 0.7314 | LR: 0.000012 | Time: 6.7s
Fold 2 | Epoch  47 | Loss: 0.0716 | AUC: 0.7300 | Acc: 0.7240 | Prec: 0.7472 | Rec: 0.7240 | F1: 0.7333 | LR: 0.000008 | Time: 6.6s
Fold 2 | Epoch  48 | Loss: 0.0676 | AUC: 0.7315 | Acc: 0.7240 | Prec: 0.7562 | Rec: 0.7240 | F1: 0.7358 | LR: 0.000005 | Time: 6.6s
Fold 2 | Epoch  49 | Loss: 0.0924 | AUC: 0.7287 | Acc: 0.7083 | Prec: 0.7439 | Rec: 0.7083 | F1: 0.7215 | LR: 0.000002 | Time: 7.0s
Fold 2 | Epoch  50 | Loss: 0.0680 | AUC: 0.7280 | Acc: 0.7083 | Prec: 0.7486 | Rec: 0.7083 | F1: 0.7226 | LR: 0.000001 | Time: 6.7s
Early stopping at epoch 50
🎨 Completed saving 8 samples with correct layout Grad-CAM heatmaps to:
   📁 2-row 5-column expert analysis: cnn_heatmaps\fold_2_best_model_gradcam\experts_2x5_layout
   📁 2-row 5-column concatenated heatmap: cnn_heatmaps\fold_2_best_model_gradcam\concat_heatmaps_2x5
   📁 2-row 5-column original overlay: cnn_heatmaps\fold_2_best_model_gradcam\overlay_original_2x5

📊 Starting fold 2 feature importance analysis...
📊 Saved fold 2 feature importance analysis to feature_analysis\feature_importance_fold_2.csv

📈 Fold 2 training completed:
⏱️  Total training time: 0:05:36
🎯 Best AUC: 0.8250 (epoch 10)
📊 Best model metrics: Acc=0.7812, Prec=0.8211, Rec=0.7812, F1=0.7927
⚡ Average time per epoch: 0:00:06
⏱️  Fold 2 time: 0:05:55 | Current average AUC: 0.8101

==================== Fold 3/5 ====================
=============== Starting training fold 3 (Corrected Version) ===============
🔧 Image segmentation: Correct 2-row 5-column layout, each expert processes 128x128 region
🤖 Optimizer: AdamW (amsgrad=True), aggressive learning rate: 0.0003
📊 Loss function: Combined loss (Focal+LabelSmooth, gamma=1.5)
📈 Learning rate schedule: Super scheduler (Multi-Warmup + Cosine + Restart)
🎯 Validation metrics: AUC + ACC + Precision + Recall + F1
🏗️  Model architecture: Ultimate multi-expert network + attention + residual
🎨 Visualization analysis: Correct 2-row 5-column heatmap generation + feature importance analysis
Fold 3 | Epoch   1 | Loss: 0.4054 | AUC: 0.6135 | Acc: 0.5677 | Prec: 0.7041 | Rec: 0.5677 | F1: 0.5976 | LR: 0.000048 | Time: 6.7s -> 🎯 NEW RECORD!
Fold 3 | Epoch   2 | Loss: 0.3382 | AUC: 0.7387 | Acc: 0.6927 | Prec: 0.7773 | Rec: 0.6927 | F1: 0.7133 | LR: 0.000096 | Time: 6.5s -> 🎯 NEW RECORD!
Fold 3 | Epoch   3 | Loss: 0.2962 | AUC: 0.7708 | Acc: 0.7604 | Prec: 0.7962 | Rec: 0.7604 | F1: 0.7717 | LR: 0.000144 | Time: 6.7s -> 🎯 NEW RECORD!
Fold 3 | Epoch   4 | Loss: 0.2665 | AUC: 0.7623 | Acc: 0.7292 | Prec: 0.7867 | Rec: 0.7292 | F1: 0.7452 | LR: 0.000192 | Time: 6.4s
Fold 3 | Epoch   5 | Loss: 0.2885 | AUC: 0.7576 | Acc: 0.7188 | Prec: 0.7719 | Rec: 0.7188 | F1: 0.7347 | LR: 0.000240 | Time: 7.0s
Fold 3 | Epoch   6 | Loss: 0.2503 | AUC: 0.7640 | Acc: 0.7240 | Prec: 0.7743 | Rec: 0.7240 | F1: 0.7392 | LR: 0.000240 | Time: 6.6s
Fold 3 | Epoch   7 | Loss: 0.2607 | AUC: 0.7626 | Acc: 0.7344 | Prec: 0.7839 | Rec: 0.7344 | F1: 0.7490 | LR: 0.000252 | Time: 6.7s
Fold 3 | Epoch   8 | Loss: 0.2346 | AUC: 0.7698 | Acc: 0.7240 | Prec: 0.7743 | Rec: 0.7240 | F1: 0.7392 | LR: 0.000264 | Time: 6.5s
Fold 3 | Epoch   9 | Loss: 0.2363 | AUC: 0.7756 | Acc: 0.7500 | Prec: 0.7865 | Rec: 0.7500 | F1: 0.7618 | LR: 0.000276 | Time: 6.9s -> 🎯 NEW RECORD!
Fold 3 | Epoch  10 | Loss: 0.2346 | AUC: 0.7530 | Acc: 0.7188 | Prec: 0.7528 | Rec: 0.7188 | F1: 0.7310 | LR: 0.000288 | Time: 6.6s
Fold 3 | Epoch  11 | Loss: 0.2082 | AUC: 0.7375 | Acc: 0.7083 | Prec: 0.7673 | Rec: 0.7083 | F1: 0.7256 | LR: 0.000300 | Time: 6.7s
Fold 3 | Epoch  12 | Loss: 0.2151 | AUC: 0.7610 | Acc: 0.7604 | Prec: 0.7874 | Rec: 0.7604 | F1: 0.7699 | LR: 0.000300 | Time: 6.9s
Fold 3 | Epoch  13 | Loss: 0.1996 | AUC: 0.7328 | Acc: 0.6771 | Prec: 0.7434 | Rec: 0.6771 | F1: 0.6969 | LR: 0.000298 | Time: 6.6s
Fold 3 | Epoch  14 | Loss: 0.2023 | AUC: 0.7401 | Acc: 0.6719 | Prec: 0.7412 | Rec: 0.6719 | F1: 0.6923 | LR: 0.000296 | Time: 6.7s
Fold 3 | Epoch  15 | Loss: 0.1843 | AUC: 0.7726 | Acc: 0.7396 | Prec: 0.7815 | Rec: 0.7396 | F1: 0.7528 | LR: 0.000293 | Time: 7.1s
Fold 3 | Epoch  16 | Loss: 0.1731 | AUC: 0.7488 | Acc: 0.7135 | Prec: 0.7597 | Rec: 0.7135 | F1: 0.7285 | LR: 0.000289 | Time: 6.5s
Fold 3 | Epoch  17 | Loss: 0.1668 | AUC: 0.7552 | Acc: 0.7135 | Prec: 0.7696 | Rec: 0.7135 | F1: 0.7301 | LR: 0.000284 | Time: 6.2s
Fold 3 | Epoch  18 | Loss: 0.1681 | AUC: 0.7457 | Acc: 0.7083 | Prec: 0.7622 | Rec: 0.7083 | F1: 0.7248 | LR: 0.000278 | Time: 6.5s
Fold 3 | Epoch  19 | Loss: 0.1786 | AUC: 0.7618 | Acc: 0.7083 | Prec: 0.7725 | Rec: 0.7083 | F1: 0.7262 | LR: 0.000271 | Time: 6.7s
Fold 3 | Epoch  20 | Loss: 0.1620 | AUC: 0.7555 | Acc: 0.7188 | Prec: 0.7528 | Rec: 0.7188 | F1: 0.7310 | LR: 0.000264 | Time: 7.0s
Fold 3 | Epoch  21 | Loss: 0.1676 | AUC: 0.7451 | Acc: 0.7344 | Prec: 0.7651 | Rec: 0.7344 | F1: 0.7454 | LR: 0.000256 | Time: 6.7s
Fold 3 | Epoch  22 | Loss: 0.1605 | AUC: 0.7712 | Acc: 0.7083 | Prec: 0.7835 | Rec: 0.7083 | F1: 0.7273 | LR: 0.000248 | Time: 6.6s
Fold 3 | Epoch  23 | Loss: 0.1621 | AUC: 0.7491 | Acc: 0.7031 | Prec: 0.7651 | Rec: 0.7031 | F1: 0.7210 | LR: 0.000238 | Time: 6.3s
Fold 3 | Epoch  24 | Loss: 0.1372 | AUC: 0.7375 | Acc: 0.7292 | Prec: 0.7625 | Rec: 0.7292 | F1: 0.7410 | LR: 0.000228 | Time: 6.5s
Fold 3 | Epoch  25 | Loss: 0.1359 | AUC: 0.7444 | Acc: 0.7135 | Prec: 0.7646 | Rec: 0.7135 | F1: 0.7294 | LR: 0.000218 | Time: 6.7s
Fold 3 | Epoch  26 | Loss: 0.1382 | AUC: 0.7407 | Acc: 0.6771 | Prec: 0.7597 | Rec: 0.6771 | F1: 0.6985 | LR: 0.000208 | Time: 6.6s
Fold 3 | Epoch  27 | Loss: 0.1178 | AUC: 0.7426 | Acc: 0.7240 | Prec: 0.7694 | Rec: 0.7240 | F1: 0.7384 | LR: 0.000197 | Time: 6.6s
Fold 3 | Epoch  28 | Loss: 0.1150 | AUC: 0.7495 | Acc: 0.7500 | Prec: 0.7776 | Rec: 0.7500 | F1: 0.7599 | LR: 0.000185 | Time: 6.7s
Fold 3 | Epoch  29 | Loss: 0.1103 | AUC: 0.7395 | Acc: 0.7344 | Prec: 0.7743 | Rec: 0.7344 | F1: 0.7474 | LR: 0.000174 | Time: 6.9s
Fold 3 | Epoch  30 | Loss: 0.1182 | AUC: 0.7326 | Acc: 0.6875 | Prec: 0.7479 | Rec: 0.6875 | F1: 0.7060 | LR: 0.000162 | Time: 6.6s
Fold 3 | Epoch  31 | Loss: 0.1007 | AUC: 0.7312 | Acc: 0.7292 | Prec: 0.7718 | Rec: 0.7292 | F1: 0.7429 | LR: 0.000150 | Time: 6.5s
Fold 3 | Epoch  32 | Loss: 0.0908 | AUC: 0.7422 | Acc: 0.7031 | Prec: 0.7549 | Rec: 0.7031 | F1: 0.7195 | LR: 0.000139 | Time: 6.6s
Fold 3 | Epoch  33 | Loss: 0.1178 | AUC: 0.7328 | Acc: 0.7083 | Prec: 0.7573 | Rec: 0.7083 | F1: 0.7240 | LR: 0.000127 | Time: 6.7s
Fold 3 | Epoch  34 | Loss: 0.0997 | AUC: 0.7536 | Acc: 0.7292 | Prec: 0.7625 | Rec: 0.7292 | F1: 0.7410 | LR: 0.000115 | Time: 6.7s
Fold 3 | Epoch  35 | Loss: 0.1028 | AUC: 0.7501 | Acc: 0.7240 | Prec: 0.7743 | Rec: 0.7240 | F1: 0.7392 | LR: 0.000104 | Time: 6.7s
Fold 3 | Epoch  36 | Loss: 0.1071 | AUC: 0.7376 | Acc: 0.6875 | Prec: 0.7479 | Rec: 0.6875 | F1: 0.7060 | LR: 0.000093 | Time: 6.8s
Fold 3 | Epoch  37 | Loss: 0.0943 | AUC: 0.7429 | Acc: 0.7240 | Prec: 0.7599 | Rec: 0.7240 | F1: 0.7365 | LR: 0.000082 | Time: 6.4s
Fold 3 | Epoch  38 | Loss: 0.0791 | AUC: 0.7373 | Acc: 0.7031 | Prec: 0.7651 | Rec: 0.7031 | F1: 0.7210 | LR: 0.000072 | Time: 6.8s
Fold 3 | Epoch  39 | Loss: 0.0913 | AUC: 0.7472 | Acc: 0.7083 | Prec: 0.7725 | Rec: 0.7083 | F1: 0.7262 | LR: 0.000062 | Time: 6.7s
Fold 3 | Epoch  40 | Loss: 0.0830 | AUC: 0.7589 | Acc: 0.7344 | Prec: 0.7790 | Rec: 0.7344 | F1: 0.7483 | LR: 0.000053 | Time: 6.7s
Fold 3 | Epoch  41 | Loss: 0.0809 | AUC: 0.7532 | Acc: 0.7240 | Prec: 0.7743 | Rec: 0.7240 | F1: 0.7392 | LR: 0.000044 | Time: 6.8s
Fold 3 | Epoch  42 | Loss: 0.0707 | AUC: 0.7435 | Acc: 0.6927 | Prec: 0.7606 | Rec: 0.6927 | F1: 0.7119 | LR: 0.000036 | Time: 6.6s
Fold 3 | Epoch  43 | Loss: 0.0905 | AUC: 0.7461 | Acc: 0.7083 | Prec: 0.7573 | Rec: 0.7083 | F1: 0.7240 | LR: 0.000029 | Time: 6.6s
Fold 3 | Epoch  44 | Loss: 0.0808 | AUC: 0.7479 | Acc: 0.7344 | Prec: 0.7839 | Rec: 0.7344 | F1: 0.7490 | LR: 0.000023 | Time: 6.8s
Fold 3 | Epoch  45 | Loss: 0.0722 | AUC: 0.7407 | Acc: 0.7031 | Prec: 0.7599 | Rec: 0.7031 | F1: 0.7203 | LR: 0.000017 | Time: 6.6s
Fold 3 | Epoch  46 | Loss: 0.0721 | AUC: 0.7466 | Acc: 0.7292 | Prec: 0.7718 | Rec: 0.7292 | F1: 0.7429 | LR: 0.000012 | Time: 6.8s
Fold 3 | Epoch  47 | Loss: 0.0820 | AUC: 0.7420 | Acc: 0.7240 | Prec: 0.7694 | Rec: 0.7240 | F1: 0.7384 | LR: 0.000008 | Time: 6.7s
Fold 3 | Epoch  48 | Loss: 0.0709 | AUC: 0.7400 | Acc: 0.7135 | Prec: 0.7646 | Rec: 0.7135 | F1: 0.7294 | LR: 0.000005 | Time: 6.5s
Fold 3 | Epoch  49 | Loss: 0.0890 | AUC: 0.7472 | Acc: 0.7292 | Prec: 0.7718 | Rec: 0.7292 | F1: 0.7429 | LR: 0.000002 | Time: 6.5s
Early stopping at epoch 49
🎨 Completed saving 8 samples with correct layout Grad-CAM heatmaps to:
   📁 2-row 5-column expert analysis: cnn_heatmaps\fold_3_best_model_gradcam\experts_2x5_layout
   📁 2-row 5-column concatenated heatmap: cnn_heatmaps\fold_3_best_model_gradcam\concat_heatmaps_2x5
   📁 2-row 5-column original overlay: cnn_heatmaps\fold_3_best_model_gradcam\overlay_original_2x5

📊 Starting fold 3 feature importance analysis...
📊 Saved fold 3 feature importance analysis to feature_analysis\feature_importance_fold_3.csv

📈 Fold 3 training completed:
⏱️  Total training time: 0:05:31
🎯 Best AUC: 0.7756 (epoch 9)
📊 Best model metrics: Acc=0.7500, Prec=0.7865, Rec=0.7500, F1=0.7618
⚡ Average time per epoch: 0:00:06
⏱️  Fold 3 time: 0:05:50 | Current average AUC: 0.7986

==================== Fold 4/5 ====================
=============== Starting training fold 4 (Corrected Version) ===============
🔧 Image segmentation: Correct 2-row 5-column layout, each expert processes 128x128 region
🤖 Optimizer: AdamW (amsgrad=True), aggressive learning rate: 0.0003
📊 Loss function: Combined loss (Focal+LabelSmooth, gamma=1.5)
📈 Learning rate schedule: Super scheduler (Multi-Warmup + Cosine + Restart)
🎯 Validation metrics: AUC + ACC + Precision + Recall + F1
🏗️  Model architecture: Ultimate multi-expert network + attention + residual
🎨 Visualization analysis: Correct 2-row 5-column heatmap generation + feature importance analysis
Fold 4 | Epoch   1 | Loss: 0.3753 | AUC: 0.7159 | Acc: 0.7135 | Prec: 0.7374 | Rec: 0.7135 | F1: 0.7232 | LR: 0.000048 | Time: 6.9s -> 🎯 NEW RECORD!
Fold 4 | Epoch   2 | Loss: 0.3026 | AUC: 0.7365 | Acc: 0.6615 | Prec: 0.7551 | Rec: 0.6615 | F1: 0.6854 | LR: 0.000096 | Time: 6.8s -> 🎯 NEW RECORD!
Fold 4 | Epoch   3 | Loss: 0.2743 | AUC: 0.7135 | Acc: 0.6823 | Prec: 0.7470 | Rec: 0.6823 | F1: 0.7021 | LR: 0.000144 | Time: 6.8s
Fold 4 | Epoch   4 | Loss: 0.2710 | AUC: 0.7156 | Acc: 0.7031 | Prec: 0.7414 | Rec: 0.7031 | F1: 0.7171 | LR: 0.000192 | Time: 6.8s
Fold 4 | Epoch   5 | Loss: 0.2459 | AUC: 0.7140 | Acc: 0.7292 | Prec: 0.7332 | Rec: 0.7292 | F1: 0.7311 | LR: 0.000240 | Time: 7.0s
Fold 4 | Epoch   6 | Loss: 0.2361 | AUC: 0.6959 | Acc: 0.7344 | Prec: 0.7444 | Rec: 0.7344 | F1: 0.7389 | LR: 0.000240 | Time: 6.5s
Fold 4 | Epoch   7 | Loss: 0.2221 | AUC: 0.7082 | Acc: 0.7396 | Prec: 0.7556 | Rec: 0.7396 | F1: 0.7463 | LR: 0.000252 | Time: 6.8s
Fold 4 | Epoch   8 | Loss: 0.2108 | AUC: 0.6973 | Acc: 0.7135 | Prec: 0.7419 | Rec: 0.7135 | F1: 0.7246 | LR: 0.000264 | Time: 6.6s
Fold 4 | Epoch   9 | Loss: 0.2246 | AUC: 0.6934 | Acc: 0.6719 | Prec: 0.7373 | Rec: 0.6719 | F1: 0.6924 | LR: 0.000276 | Time: 6.8s
Fold 4 | Epoch  10 | Loss: 0.2051 | AUC: 0.6790 | Acc: 0.7031 | Prec: 0.7321 | Rec: 0.7031 | F1: 0.7146 | LR: 0.000288 | Time: 7.0s
Fold 4 | Epoch  11 | Loss: 0.2033 | AUC: 0.6900 | Acc: 0.6771 | Prec: 0.7294 | Rec: 0.6771 | F1: 0.6951 | LR: 0.000300 | Time: 6.4s
Fold 4 | Epoch  12 | Loss: 0.2015 | AUC: 0.7044 | Acc: 0.6927 | Prec: 0.7317 | Rec: 0.6927 | F1: 0.7072 | LR: 0.000300 | Time: 7.0s
Fold 4 | Epoch  13 | Loss: 0.1883 | AUC: 0.6903 | Acc: 0.7188 | Prec: 0.7357 | Rec: 0.7188 | F1: 0.7260 | LR: 0.000298 | Time: 6.5s
Fold 4 | Epoch  14 | Loss: 0.1786 | AUC: 0.6907 | Acc: 0.7188 | Prec: 0.7314 | Rec: 0.7188 | F1: 0.7244 | LR: 0.000296 | Time: 6.9s
Fold 4 | Epoch  15 | Loss: 0.1758 | AUC: 0.6973 | Acc: 0.7240 | Prec: 0.7429 | Rec: 0.7240 | F1: 0.7319 | LR: 0.000293 | Time: 6.9s
